rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,forecast_rainfall_1h,forecast_rainfall_3h,forecast_rainfall_6h,forecast_rainfall_12h,temperature,humidity,pressure,wind_speed,elevation,slope,drainage_capacity,impervious_surface,population_density,historical_flood_frequency,flood
6.78,33.65,54.94,61.65,74.67,9.55,16.55,50.82,46.66,30.02,69.42,1009.15,24.41,29.48,0.2,52.56,40.96,8013.75,4.21,0
3.68,7.9,26.71,30.14,35.09,4.61,6.54,33.34,22.16,30.81,100.0,1011.9,23.62,44.47,1.74,66.22,86.21,8817.59,2.2,0
5.94,13.31,20.89,88.39,141.32,7.83,18.93,35.59,102.14,34.39,69.37,1019.91,18.97,31.5,4.72,33.49,77.92,7479.53,2.66,1
1.41,34.18,61.61,67.39,74.39,2.53,24.04,40.54,34.07,27.5,78.97,997.52,17.27,35.65,3.34,63.9,80.05,6275.83,7.06,0
0.85,37.33,57.12,60.12,66.05,2.31,34.14,54.99,51.46,33.34,75.9,1012.74,19.81,21.08,4.37,76.14,63.42,5824.17,6.36,1
0.67,37.19,41.48,98.31,106.8,4.38,16.83,24.83,103.93,26.76,72.07,991.62,9.94,29.81,4.04,43.65,82.14,7476.26,6.25,0
7.89,51.75,55.67,57.13,63.42,6.67,28.32,66.47,49.49,22.81,100.0,1009.31,2.17,5.46,4.22,57.14,29.92,14050.43,0.0,1
1.56,19.66,37.0,52.52,70.43,0.87,30.5,42.61,44.28,28.24,79.3,994.61,10.8,31.29,3.72,84.79,76.07,5218.09,6.46,0
17.7,29.35,229.35,236.29,283.85,14.12,20.21,194.46,251.07,32.26,65.29,1007.78,8.82,37.77,5.6,49.6,10.87,7974.85,7.5,1
5.87,9.69,12.97,26.58,41.09,1.68,7.77,0.0,0.0,28.45,85.63,1016.19,33.27,37.04,1.91,51.86,67.25,6115.93,4.76,0
13.7,15.0,30.65,32.31,102.8,10.87,23.14,18.81,52.29,17.39,84.58,1002.68,23.29,25.89,5.61,63.01,39.8,7555.86,5.74,0
0.13,14.4,21.18,27.24,32.59,1.67,14.49,19.55,21.65,30.37,72.15,1017.78,9.82,1.0,2.68,46.04,98.0,4740.78,0.0,1
0.65,8.55,23.98,36.13,48.07,0.0,17.54,7.25,2.35,31.45,65.82,1009.59,17.42,18.16,5.45,49.4,60.04,2349.75,0.0,0
16.76,19.89,26.31,40.42,49.03,14.87,23.72,8.78,38.49,23.03,82.62,1012.8,17.15,19.4,1.49,53.1,46.45,4240.03,3.63,0
1.46,9.67,13.71,17.4,51.45,0.0,20.52,28.97,18.7,24.92,56.5,1005.08,10.41,10.61,0.55,38.51,35.77,8978.81,7.35,0
3.83,37.24,53.29,76.82,98.89,1.38,32.16,74.82,82.55,25.16,77.53,993.51,21.26,15.26,4.18,45.34,52.84,7779.86,0.0,0
25.29,27.28,38.22,44.67,47.44,14.13,38.26,38.75,35.49,27.61,95.55,1015.79,13.33,31.79,2.07,61.98,53.71,6731.81,1.53,0
7.51,8.67,13.42,45.5,108.59,0.0,12.4,0.0,23.25,24.4,100.0,1004.88,19.19,33.2,2.19,56.61,64.55,7818.92,3.61,0
2.23,15.52,27.78,296.63,344.83,0.0,14.66,48.77,284.75,32.0,77.58,1005.46,8.5,18.47,4.23,41.68,55.28,6015.88,3.19,1
2.87,3.41,37.75,41.39,179.94,4.05,1.82,32.2,50.76,26.42,80.93,1013.06,17.12,22.2,0.42,73.49,66.31,4663.86,4.98,0
52.25,67.68,68.28,118.34,120.37,38.05,79.44,92.55,126.65,25.85,72.85,999.43,15.26,28.62,5.68,50.44,53.38,200.0,8.39,1
5.0,22.95,25.3,47.26,163.33,0.6,32.99,25.78,66.91,32.73,97.7,991.52,26.28,40.05,2.2,67.03,77.42,3876.51,6.74,0
4.16,14.52,15.41,33.14,104.23,3.08,0.0,28.02,0.0,24.34,78.6,1008.64,6.9,12.94,3.97,69.47,82.38,7438.6,0.0,0
39.61,44.03,49.91,53.23,143.64,28.71,47.0,51.89,35.28,27.03,94.63,1008.95,15.56,33.7,1.35,66.41,72.5,10499.09,0.0,0
6.48,13.11,28.57,29.45,125.67,7.92,5.47,23.31,43.64,26.49,61.67,1002.55,27.0,13.36,3.17,68.35,98.0,5232.77,0.32,0
5.02,15.91,19.87,27.83,71.78,4.1,2.11,9.47,57.78,21.37,92.1,1005.56,13.78,9.58,3.5,89.74,14.14,200.0,3.47,0
6.25,6.84,23.3,32.26,79.84,3.69,9.71,17.49,31.96,34.41,100.0,1007.4,22.2,11.27,5.44,49.41,37.2,9456.85,4.27,0
0.54,6.84,9.14,59.37,77.61,0.0,4.09,14.92,19.68,27.97,66.83,1003.39,7.08,3.69,0.2,56.62,79.74,8933.91,4.07,0
10.45,13.06,15.94,45.06,72.7,8.18,21.98,24.36,26.9,23.35,74.54,986.23,16.64,30.93,4.03,62.67,78.42,5699.3,0.0,0
5.51,8.56,29.04,46.56,59.25,5.59,1.39,35.95,58.5,27.35,84.42,1001.13,12.96,9.19,2.51,22.93,60.51,7848.02,3.8,0
3.25,4.6,35.14,67.18,95.36,3.28,0.0,17.21,77.01,26.44,77.5,995.41,5.89,40.79,2.73,32.22,76.53,2926.99,5.73,0
16.79,29.65,86.78,108.93,117.65,20.86,34.22,85.38,75.25,22.83,61.4,1006.7,9.31,35.76,1.37,66.72,38.18,9095.64,4.35,0
1.86,11.3,88.87,91.99,102.92,0.0,4.74,86.93,79.26,30.86,68.41,1003.3,16.59,45.32,3.48,31.35,73.4,9411.57,6.67,0
3.24,52.66,69.13,155.62,162.64,0.24,58.02,50.78,105.89,24.94,74.03,1003.89,8.78,9.81,0.2,61.91,35.31,8998.39,4.97,1
45.12,133.85,141.53,159.21,175.4,43.59,164.93,138.8,99.47,29.78,99.9,985.63,21.51,41.99,4.7,53.71,76.14,5740.15,5.63,1
1.14,3.85,64.93,70.17,71.74,0.0,1.32,34.11,53.44,21.77,43.58,1012.76,10.47,24.51,1.33,56.5,59.51,8762.63,4.5,1
6.1,7.55,17.0,34.62,64.02,6.1,14.97,0.0,10.54,25.76,68.88,995.87,15.91,9.53,0.2,33.27,49.02,5225.21,6.7,0
25.37,29.19,37.28,50.03,55.94,20.64,39.26,34.28,81.35,23.37,65.99,1005.19,2.98,13.2,3.47,66.76,59.33,3287.19,2.99,0
1.39,2.78,4.55,5.76,65.95,0.0,3.08,0.0,23.41,29.97,71.54,1007.67,12.7,11.18,4.73,57.49,69.2,2706.81,2.44,0
2.43,3.68,13.22,16.24,41.75,2.33,6.07,26.59,0.0,25.18,91.18,1012.34,10.03,16.59,3.76,93.85,55.72,10147.6,4.75,0
4.25,9.02,14.67,31.46,99.86,9.49,4.97,15.84,17.47,26.09,85.76,1001.43,12.48,33.37,3.04,43.48,61.73,7300.02,11.51,0
0.75,30.97,86.6,98.04,108.31,0.0,9.65,90.03,67.77,29.42,83.72,1006.77,19.44,22.59,5.4,64.98,37.42,11520.11,1.12,0
6.59,8.29,19.74,40.37,61.3,0.0,2.02,0.44,73.18,30.25,95.06,999.31,19.03,33.81,4.69,69.24,38.5,8001.19,5.46,0
6.24,7.61,11.83,45.97,103.39,6.11,2.89,13.19,53.12,30.42,65.68,1000.11,19.17,22.88,4.99,67.05,46.1,200.0,4.61,0
30.77,32.07,49.2,80.52,105.42,10.25,24.89,69.62,43.39,19.02,94.9,1003.38,2.43,4.13,3.42,56.94,89.81,5759.37,5.16,0
39.02,55.93,151.74,172.83,175.28,45.93,45.23,200.08,176.76,25.9,93.31,1012.37,0.95,28.15,3.89,57.99,44.2,3432.55,0.0,1
1.56,9.91,11.53,66.04,237.97,3.08,11.46,0.0,69.05,26.8,77.13,994.69,14.85,11.66,3.23,51.22,27.55,3961.92,5.63,0
1.14,3.91,37.79,57.15,60.69,5.31,0.0,44.34,80.91,26.98,78.97,1010.88,9.99,6.12,3.59,79.91,19.06,8200.18,4.1,0
11.75,23.74,25.66,41.55,126.9,1.48,17.74,16.64,26.2,21.77,81.78,1004.92,20.57,13.64,0.27,65.82,86.04,4266.56,5.46,0
1.59,6.25,6.79,79.59,88.25,0.0,0.0,2.61,54.93,19.39,81.4,988.35,11.3,1.03,4.62,74.71,70.65,4571.27,1.78,0
6.53,14.83,15.36,39.76,65.88,3.02,14.29,16.14,53.56,26.44,53.66,1006.02,0.47,9.8,0.57,62.9,40.45,8997.97,0.53,0
0.52,27.95,31.0,75.04,86.43,0.0,26.54,37.07,79.85,26.65,71.65,1000.74,17.27,15.66,2.73,47.03,89.31,9928.8,0.0,0
0.58,0.66,5.5,13.68,97.36,1.89,7.58,27.33,0.51,23.86,71.38,1002.79,27.06,30.74,5.2,53.75,57.78,7735.11,5.3,0
7.54,9.32,12.28,42.55,83.67,8.65,20.71,6.58,52.43,25.14,64.09,1008.6,2.06,12.86,6.08,61.66,66.9,5116.41,0.0,0
10.09,13.07,17.41,39.21,42.84,11.35,34.43,22.5,0.0,30.06,49.95,1010.06,8.47,11.14,2.93,33.79,57.98,2712.36,0.13,0
9.13,11.57,17.54,23.29,27.21,8.0,9.11,32.73,65.16,33.81,66.94,997.12,16.81,9.36,3.42,49.46,76.5,8835.79,3.08,1
1.41,6.22,12.4,29.88,37.67,1.94,5.28,0.0,44.41,26.46,66.31,1004.65,15.33,19.51,1.05,59.06,62.93,7256.28,3.59,1
23.41,30.02,31.66,61.72,72.34,18.97,8.34,37.57,62.62,15.75,66.35,993.92,0.0,17.96,3.92,70.54,68.94,4325.77,7.25,0
1.31,4.92,9.19,11.29,46.61,3.23,12.01,15.52,0.0,32.58,96.7,999.4,25.6,1.0,2.75,13.17,76.73,1408.95,0.0,0
1.88,7.8,80.8,84.32,89.39,2.64,0.0,38.39,117.29,32.35,84.66,1014.02,9.14,1.0,0.2,31.75,25.17,1918.45,1.22,0
27.44,28.42,40.43,93.91,102.81,18.64,46.45,59.81,67.6,25.46,63.11,1000.05,1.49,1.0,0.74,71.59,26.52,10118.3,6.74,0
33.41,34.18,77.94,427.94,439.93,40.48,37.04,102.39,330.82,24.88,88.18,996.57,19.95,23.43,7.2,52.95,50.39,6741.4,4.35,1
1.2,5.05,8.05,11.92,12.25,3.68,0.0,50.94,6.72,28.34,82.06,999.05,22.99,21.93,3.2,44.22,57.65,8924.13,6.93,0
11.36,18.69,41.79,45.23,61.26,9.14,31.99,27.39,41.74,33.07,67.43,997.04,16.17,25.94,2.94,69.33,84.61,8241.43,5.11,0
0.49,1.55,39.5,129.91,133.1,0.0,1.31,37.78,143.42,31.52,87.73,1011.79,12.19,31.83,7.0,67.82,45.28,7280.87,0.0,0
9.08,13.78,41.06,52.74,142.4,12.55,12.58,16.4,46.39,29.01,69.73,1005.36,24.77,25.21,3.07,59.58,82.39,6522.23,2.44,0
1.5,15.32,82.73,89.48,95.05,6.71,7.19,96.4,113.29,26.22,74.45,982.81,10.76,13.57,3.94,59.0,63.56,8857.54,0.0,0
0.58,3.97,11.57,31.71,59.46,0.0,17.21,12.56,52.88,38.58,71.58,1013.41,19.89,17.99,1.75,94.65,73.79,8875.83,3.37,0
9.63,12.68,14.62,18.57,315.28,7.26,8.28,20.31,39.16,18.05,70.42,1013.41,26.26,20.07,2.3,56.86,96.94,5194.67,4.01,0
6.15,21.97,32.92,62.79,67.74,9.43,10.33,30.75,95.58,36.37,89.52,1007.44,25.04,21.89,2.65,45.66,45.92,8784.07,0.0,0
0.46,3.44,11.79,49.6,58.56,0.0,0.0,4.53,57.66,31.04,100.0,1003.67,8.31,28.38,7.25,46.37,45.69,200.0,0.0,0
0.68,5.65,205.65,216.73,380.36,5.22,0.0,144.2,193.65,32.35,69.39,1003.34,9.75,41.74,3.93,59.55,54.98,4251.34,0.98,1
2.0,17.6,18.44,32.09,37.87,1.18,18.33,12.12,37.95,29.24,87.49,984.26,17.86,20.13,2.0,59.2,76.57,3370.37,8.21,0
0.6,82.17,92.87,106.04,124.88,3.38,46.65,67.07,90.53,24.72,82.56,1008.56,10.24,21.46,2.13,67.27,68.82,8152.45,3.15,1
9.47,21.2,27.5,30.27,60.29,6.21,22.15,27.76,66.98,26.73,75.24,1008.86,3.28,30.35,0.56,33.01,87.96,200.0,7.92,1
7.75,8.39,12.29,29.24,53.65,11.31,0.0,0.0,59.64,19.18,76.51,1010.95,19.11,23.67,1.78,75.97,37.97,8078.8,4.46,0
41.91,43.01,43.76,48.88,75.87,57.63,29.92,55.82,0.0,20.29,76.39,1013.07,7.68,22.46,3.3,38.32,46.75,5924.4,2.9,1
11.5,14.59,22.21,51.0,65.46,13.58,21.45,13.02,61.49,17.42,81.36,1009.09,19.09,18.98,0.2,50.88,86.53,4212.39,10.54,1
4.55,12.61,16.1,22.81,202.92,4.13,2.97,29.52,6.32,23.95,66.94,978.72,7.0,23.84,3.45,45.14,71.78,3977.53,6.3,0
3.68,5.4,6.96,7.78,48.58,2.57,0.0,10.64,20.16,24.78,74.67,996.89,12.92,20.07,1.34,61.86,15.62,9246.0,0.0,0
13.7,14.85,20.52,36.2,63.69,13.2,13.23,18.87,31.33,18.54,92.94,1007.74,12.81,21.37,5.71,56.6,87.34,7415.0,2.91,0
20.9,23.27,35.17,104.72,106.68,17.86,11.02,7.82,139.3,25.35,87.83,1010.12,5.01,22.03,0.2,59.4,67.63,5317.73,0.0,0
7.92,11.37,37.11,101.56,171.85,5.74,8.77,41.12,116.01,20.51,79.75,1013.19,7.55,13.42,5.16,79.45,10.0,9596.03,0.0,0
1.54,7.22,21.95,83.22,86.49,0.59,19.92,0.0,66.35,24.83,76.42,1007.71,3.96,17.34,2.29,61.15,59.05,8813.28,4.78,1
0.66,3.71,6.8,34.21,79.89,0.85,0.0,19.4,25.82,28.14,83.01,994.91,12.95,25.61,3.3,55.95,54.67,3551.68,6.03,0
0.16,1.18,5.35,13.39,32.55,0.0,0.0,33.84,0.0,27.93,85.76,1004.29,0.0,1.0,2.09,61.65,53.62,6640.12,4.56,0
3.76,35.9,38.55,43.74,61.98,0.0,23.24,18.99,71.64,32.87,76.68,1005.51,6.76,23.47,5.75,75.79,59.6,7037.7,1.79,0
4.85,17.51,24.18,42.87,43.64,3.36,19.48,19.35,26.15,37.26,59.09,1003.19,20.01,19.63,5.48,21.83,58.0,5252.01,3.67,0
2.07,8.86,39.67,52.27,79.42,5.66,16.13,42.92,23.9,17.29,88.2,1010.12,13.2,28.52,4.84,26.27,64.49,5271.84,5.3,0
0.36,27.7,31.44,40.82,42.81,0.25,13.32,40.66,64.99,35.47,100.0,995.33,18.73,13.25,5.2,61.29,54.74,3268.83,2.89,0
0.58,5.71,9.31,14.39,49.31,0.0,0.0,0.0,23.38,23.67,67.68,1001.76,7.08,22.26,1.47,57.35,22.84,3579.16,2.74,0
13.76,25.43,26.16,47.18,52.57,9.25,23.06,50.31,34.37,30.55,43.84,996.15,22.06,21.85,2.61,39.93,60.48,4407.32,0.0,0
2.27,2.76,6.44,43.3,93.56,0.03,7.15,9.31,43.61,26.9,69.28,1006.38,26.87,36.88,1.96,49.01,84.58,7784.99,5.72,0
2.24,8.95,11.9,91.7,96.81,2.91,3.87,9.17,111.26,25.96,84.46,1013.46,22.47,27.52,3.9,38.04,63.76,2745.79,7.05,1
17.21,26.0,29.06,29.81,61.36,19.45,28.69,8.57,2.56,23.76,74.03,1004.15,11.45,13.33,4.44,33.69,52.54,200.0,0.91,0
4.31,6.04,6.16,7.93,12.32,7.48,0.0,5.75,0.0,29.36,96.29,1004.51,11.49,46.14,2.06,46.71,50.34,10501.96,5.62,0
1.75,5.01,7.11,13.97,37.05,0.0,7.02,0.0,0.0,32.44,57.27,1005.52,15.52,11.79,2.94,57.74,39.21,3631.69,3.6,0
3.34,8.56,32.86,42.58,51.75,5.02,3.13,23.54,6.39,28.88,81.84,998.6,9.64,35.62,4.53,89.34,12.37,7328.63,0.0,0
0.58,2.57,6.99,23.56,27.25,1.8,22.12,14.67,55.28,21.84,76.0,1005.21,17.11,30.04,2.45,67.69,32.75,6457.07,0.0,0
4.19,6.53,19.2,28.44,32.22,5.44,3.67,42.25,15.39,27.27,90.4,1010.49,18.07,13.39,4.87,76.53,74.76,14829.66,6.25,0
2.77,3.84,6.56,11.0,14.85,2.05,0.0,11.76,8.05,37.46,68.57,999.53,14.94,24.75,3.4,54.2,69.48,7804.85,3.88,0
2.26,27.2,27.73,30.58,43.46,5.53,42.57,40.95,36.5,31.93,76.8,1014.52,7.91,1.38,2.32,53.59,67.88,7353.07,1.87,0
2.74,5.41,16.59,20.03,27.01,0.0,2.15,35.93,29.15,21.89,80.24,995.05,21.32,21.36,2.91,63.09,51.17,4544.95,1.15,0
2.13,14.34,21.84,22.52,208.81,0.0,5.19,21.62,40.09,31.77,57.73,1007.64,7.15,14.75,3.63,68.86,65.96,1832.41,4.19,0
1.02,5.53,21.11,26.69,48.63,1.96,9.14,22.73,32.58,20.11,63.83,1001.1,12.81,10.61,0.8,10.0,90.12,11114.13,1.47,0
0.17,19.02,35.92,43.17,130.67,2.71,13.67,27.29,57.09,33.2,62.18,1015.53,13.95,18.95,2.7,54.73,31.93,7219.71,4.61,0
2.49,6.99,19.71,28.11,34.58,0.0,4.86,43.72,45.62,30.15,80.19,1008.82,11.76,39.7,3.15,43.31,52.19,8662.52,1.24,0
0.59,14.13,16.23,20.28,29.65,2.98,17.09,6.49,50.39,25.26,94.75,998.92,14.37,23.71,5.13,70.51,65.53,6224.03,1.27,0
0.87,3.25,4.48,8.97,12.95,1.59,5.98,0.0,0.0,21.87,72.49,1006.1,10.91,39.01,7.15,53.3,25.55,4389.39,3.2,0
0.34,7.31,10.94,16.55,22.27,1.01,8.25,18.76,7.13,26.54,93.28,1004.43,26.04,29.8,3.26,54.82,55.78,5895.86,1.46,0
0.26,23.19,33.32,71.92,80.05,3.96,26.43,24.77,86.64,29.02,87.92,1001.27,14.0,31.63,5.6,41.58,81.38,3693.94,4.62,1
2.59,3.09,22.04,29.94,45.58,5.65,0.0,2.74,47.61,27.96,83.21,1012.46,7.45,14.74,0.2,48.93,48.96,7962.03,5.38,0
5.78,18.75,164.04,182.63,198.15,4.34,10.76,219.03,220.02,29.08,81.86,994.18,35.67,22.12,2.07,33.73,23.8,8112.44,1.49,1
7.05,15.27,34.91,63.36,70.33,5.92,13.12,27.2,72.29,31.82,48.08,1016.06,5.63,31.95,4.51,50.18,68.18,3895.57,0.0,1
41.31,56.92,59.38,81.72,112.7,37.47,44.39,28.23,115.23,27.77,62.73,1003.1,6.73,16.89,3.33,65.5,85.29,7881.34,0.83,1
2.61,7.47,16.28,53.43,83.28,0.0,10.29,13.83,68.94,19.23,58.65,1009.89,16.95,36.16,6.32,50.19,53.66,1930.28,5.55,0
5.11,7.22,14.17,22.77,27.1,9.19,11.77,15.08,17.48,25.31,65.94,1023.86,22.06,37.89,5.28,50.53,56.73,6008.61,2.91,0
0.75,1.66,6.51,12.77,20.6,0.0,0.0,0.0,33.44,26.63,58.74,1007.9,17.75,13.04,3.31,77.95,44.44,8881.49,7.8,0
20.69,36.98,52.06,62.41,128.36,19.23,18.8,67.63,80.73,25.16,80.53,1009.0,32.88,15.29,4.84,65.35,62.21,2095.95,8.17,1
0.96,7.92,10.1,15.67,23.76,2.4,6.19,0.0,5.3,28.44,97.31,994.03,15.91,17.25,2.69,47.19,80.54,200.0,0.59,0
39.01,46.39,60.22,61.4,77.9,36.7,54.27,75.98,78.45,25.15,90.53,999.8,20.0,19.76,1.89,60.75,52.94,8982.83,1.02,0
17.84,30.38,37.36,48.18,172.3,7.24,23.86,0.0,23.06,25.96,61.28,1005.44,14.56,4.71,3.06,50.76,82.03,3874.54,5.44,0
5.48,13.89,20.22,108.29,118.96,5.06,4.72,28.9,118.82,25.32,70.46,1005.31,5.67,30.61,3.67,39.52,86.84,2381.46,4.16,0
1.38,4.28,6.42,20.75,64.74,2.51,4.31,0.0,11.53,26.95,67.02,1024.66,17.73,19.74,4.66,60.68,56.9,5615.14,0.0,0
5.2,8.97,26.99,39.41,45.4,5.84,0.0,0.0,55.02,25.91,84.86,993.86,12.38,28.94,4.03,54.88,65.68,9241.99,6.17,0
3.41,4.38,6.26,72.72,79.6,1.66,6.19,0.0,36.05,19.91,93.98,1012.84,17.55,33.52,1.06,81.44,41.37,6972.5,12.32,0
12.84,15.32,127.16,130.85,146.59,13.13,5.7,70.2,139.99,30.69,95.88,1016.87,15.6,25.98,3.44,79.42,37.76,4005.66,6.57,1
3.01,5.6,24.05,27.0,148.46,0.89,0.0,44.15,31.0,27.11,55.21,995.63,16.84,34.8,1.63,40.82,71.36,8405.52,6.8,0
9.95,14.39,32.06,37.98,50.76,4.87,11.27,32.54,11.37,36.79,88.04,1002.74,14.44,23.2,0.2,95.0,60.8,11425.42,1.46,0
2.79,2.91,26.85,40.78,49.48,0.28,0.0,11.23,32.0,16.15,84.02,1004.79,18.84,33.54,2.55,11.99,55.38,2564.88,8.3,0
25.67,27.55,35.7,47.25,279.43,31.92,13.67,32.06,47.67,26.42,91.84,997.91,0.65,14.08,1.9,78.57,75.22,9893.58,6.89,0
0.41,38.39,60.42,78.19,86.5,0.0,49.88,60.7,101.92,29.58,91.23,1009.92,9.89,25.87,3.56,51.95,59.69,9020.53,5.62,1
16.61,30.14,32.74,39.91,45.84,25.67,29.44,25.47,36.41,23.4,86.57,1005.22,20.85,22.91,0.2,52.24,66.98,6824.67,2.34,0
0.32,5.09,25.44,31.66,35.37,4.46,0.0,33.35,0.0,31.8,80.91,1016.39,14.34,37.67,2.59,45.33,51.0,11472.79,3.44,0
0.48,12.77,15.98,31.85,52.78,5.3,12.55,26.38,17.3,31.71,75.54,1008.64,3.39,30.96,1.71,65.81,83.06,7230.07,7.46,0
1.34,3.44,4.39,16.53,67.38,0.0,0.0,0.0,10.32,20.04,89.63,1005.42,17.15,25.41,4.11,57.46,45.0,10545.86,5.92,0
53.83,57.84,60.91,66.74,94.99,43.27,61.19,48.11,82.23,31.48,61.34,1003.35,15.46,26.9,7.8,43.14,69.67,5617.56,3.11,1
3.37,10.45,17.11,20.69,64.97,6.86,2.35,29.44,4.31,37.73,84.09,1005.28,0.0,11.95,4.5,31.27,67.25,1853.61,2.13,0
0.31,4.75,21.7,35.71,64.44,0.02,5.22,10.43,53.03,33.25,82.08,998.14,11.56,1.0,5.47,69.33,44.94,8292.78,6.02,0
7.37,15.54,24.53,36.75,45.08,16.06,10.93,32.9,33.75,24.04,72.32,997.91,0.23,34.75,4.2,75.64,53.72,7470.12,1.46,0
1.97,18.94,29.18,31.25,45.24,4.07,11.78,15.77,24.23,29.43,93.55,994.28,17.7,21.62,3.3,51.42,62.87,200.0,7.73,0
0.88,2.24,14.75,30.02,58.26,0.15,7.25,12.97,37.71,27.49,77.51,1017.65,25.96,30.97,4.61,56.69,65.53,7298.05,5.81,0
3.63,12.2,36.56,41.58,60.85,0.0,3.37,8.82,39.32,28.99,82.71,1014.34,7.84,31.11,0.2,39.53,55.26,2699.03,5.64,0
11.2,13.26,17.93,27.84,111.37,2.2,9.56,18.7,40.28,20.99,100.0,1012.47,8.14,10.75,2.66,66.78,51.94,2515.08,0.0,0
4.94,5.25,18.9,26.4,28.41,5.3,9.07,0.0,6.03,20.77,84.85,1005.72,27.12,25.0,3.99,41.03,21.48,11933.75,5.48,0
13.59,20.8,50.2,72.32,84.81,6.08,19.76,34.45,76.51,25.36,90.68,1008.71,10.33,7.49,2.68,45.02,46.1,8248.75,7.38,1
1.18,2.42,23.21,25.61,33.43,2.74,0.0,47.89,29.96,24.48,77.78,994.36,21.91,18.42,1.76,49.7,72.71,5230.52,1.64,0
5.62,8.24,10.87,13.72,24.2,3.12,22.85,29.21,0.0,40.38,82.7,995.2,35.49,18.82,4.5,49.97,70.22,8058.86,6.58,1
4.45,9.11,11.01,14.73,26.09,3.99,4.21,0.0,13.39,30.89,75.4,1008.54,1.75,8.61,3.47,55.26,73.28,9526.89,7.66,0
2.02,100.46,300.46,302.77,310.88,1.73,59.49,268.91,369.79,20.78,100.0,1019.05,0.19,5.67,2.27,39.75,70.48,7904.95,4.42,1
5.79,65.33,65.66,76.92,105.64,3.87,62.53,34.71,72.53,28.3,87.14,999.05,22.82,43.7,2.48,46.72,82.78,8947.22,0.0,1
3.08,37.91,38.83,39.67,98.69,3.99,42.09,30.73,30.93,28.67,71.62,1000.02,14.08,28.09,3.76,73.82,58.39,9038.74,0.5,0
70.0,72.07,73.62,78.0,85.7,69.05,52.83,71.84,98.29,32.84,60.11,992.36,13.84,21.01,1.16,63.96,36.52,5195.9,3.95,1
18.21,62.21,116.77,213.26,272.37,14.2,63.41,107.92,227.16,30.88,81.37,1000.64,6.71,1.98,0.2,78.41,56.1,3333.71,6.25,1
17.56,30.55,39.92,45.59,67.36,19.99,17.76,47.3,64.74,33.71,78.71,1007.06,12.33,16.49,5.31,41.62,74.88,4521.36,1.46,0
1.33,5.31,11.59,26.21,35.35,0.0,5.94,1.35,21.91,26.01,80.83,997.76,10.97,26.94,0.2,61.73,21.4,6031.8,5.56,0
4.76,6.21,50.76,80.65,85.92,4.91,13.99,53.09,82.52,29.9,87.54,1011.89,0.0,13.78,4.74,43.83,66.25,3250.78,6.03,0
5.77,6.57,119.12,121.41,445.97,7.52,6.69,106.01,178.23,21.93,64.86,1004.27,25.44,34.79,2.6,49.87,69.39,5825.15,4.24,0
6.24,42.04,45.27,50.34,65.06,8.84,60.32,56.44,74.54,30.12,91.39,1001.65,16.1,11.93,1.9,59.93,61.72,7294.21,4.4,1
1.4,8.26,41.11,66.94,82.82,0.23,7.97,36.47,58.44,30.79,82.91,990.22,0.0,13.56,0.82,59.95,53.26,7410.36,5.45,0
1.53,18.19,24.07,73.53,152.41,0.0,19.36,12.13,61.82,31.49,88.98,996.41,16.89,27.06,6.06,52.36,60.0,7983.13,7.81,0
1.51,4.77,10.85,36.43,64.6,4.41,2.09,22.67,76.22,17.63,89.59,996.0,13.86,20.29,2.91,40.56,35.71,257.62,3.4,0
17.08,32.02,59.01,62.36,124.88,16.72,16.29,93.95,27.77,24.35,90.8,994.46,12.93,18.39,7.92,31.81,34.65,4322.78,2.1,0
10.99,16.59,18.72,27.09,39.1,12.61,5.15,4.01,57.67,16.62,77.11,1003.4,21.38,13.1,1.94,57.86,71.28,6675.97,6.7,0
3.53,13.93,16.64,21.64,24.57,9.82,20.92,0.0,52.34,25.82,77.39,1015.29,10.86,13.5,2.73,84.69,75.03,7731.76,5.7,0
1.96,6.09,11.85,48.5,207.56,4.95,13.77,6.03,48.7,29.33,85.27,1028.64,19.25,5.78,5.47,66.37,59.15,3023.03,3.51,0
26.14,57.55,68.79,69.08,75.49,25.7,61.42,71.59,39.73,20.68,80.65,998.38,22.87,21.14,0.67,52.65,44.04,5875.49,7.51,1
6.84,9.96,26.16,43.89,48.93,6.21,24.5,13.58,47.75,26.34,86.63,1014.3,22.67,12.12,3.87,73.82,55.61,7258.54,2.38,1
12.93,27.16,28.55,85.18,120.35,9.2,30.98,37.69,81.01,38.91,82.25,1003.61,2.65,24.26,2.84,23.89,41.55,8869.06,8.07,0
3.82,5.84,146.84,149.04,178.67,4.47,6.3,155.11,98.3,27.81,77.19,998.28,3.08,21.22,2.45,59.66,22.18,4824.49,6.76,1
6.06,10.55,19.81,24.1,121.78,6.27,16.31,18.47,30.44,20.59,95.57,1005.8,11.35,28.57,2.22,31.5,61.05,8194.19,3.37,0
28.0,32.69,42.35,73.2,115.92,28.56,37.32,18.81,40.39,27.02,78.83,990.3,33.8,14.19,5.69,29.75,49.21,8515.31,3.39,1
1.1,26.66,43.04,45.07,64.5,0.0,27.99,56.84,33.59,25.29,87.47,999.76,29.85,13.35,1.03,75.14,71.26,7236.55,3.35,1
